Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
225,Freimonsburg,Hunausen,Hunausen Seneschalty,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,2312,27.15,24.02,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Freimonsburg&population=2312&size=18&seed=8827550800225&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
226,Kaspo,Kaspo,Kaspo County,Porvaval,Porvavalese Empire,Soumi,Novimism,12000,22.45,-9.1,266,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Kaspo&population=12000&size=33&seed=8827550800226&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
227,Ogollosove,Alas,Alas Province,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,34555,-23.46,70.68,328,,port,,walls,plaza,temple,shanty town,https://watabou.github.io/city-generator/?name=Ogollosove&population=34555&size=50&seed=8827550800227&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.88
228,Viina,Rapsala,Rapsala County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,9522,31.66,8.11,52,,,,,,,,https://watabou.github.io/city-generator/?name=Viina&population=9522&size=30&seed=8827550800228&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
229,Saura,Zaorejope,Zaorejope County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,2415,10.51,51.21,4492,,,,,,,,https://watabou.github.io/city-generator/?name=Saura&population=2415&size=18&seed=8827550800229&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
230,Sterereni,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,1390,5.27,-68.13,328,,,,,,temple,,https://watabou.github.io/city-generator/?name=Sterereni&population=1390&size=15&seed=8827550800230&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
231,Zanev,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,22928,0.32,-64.32,2218,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Zanev&population=22928&size=42&seed=8827550800231&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
232,Buscuebol,Bargostabia,Bargostabia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,13445,-9.59,64.94,840,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Buscuebol&population=13445&size=35&seed=8827550800232&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
233,Karlsbachlin,New Stebachenia,New Stebachenia Colony,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,7104,26.84,11.7,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Karlsbachlin&population=7104&size=27&seed=8827550800233&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
234,Pordatientu,Letilesia,Letilesia Department,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,8381,-16.36,74,840,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Pordatientu&population=8381&size=29&seed=8827550800234&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
235,Pesogolpi,Olbamuria,Olbamuria Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,6848,31.4,67.92,4019,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Pesogolpi&population=6848&size=27&seed=8827550800235&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
236,Briartempier,Ouvilerolia,Ouvilerolia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,9681,30.47,-69.15,948,,,,walls,,,,https://watabou.github.io/city-generator/?name=Briartempier&population=9681&size=31&seed=8827550800236&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
237,Togolver,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,6076,21.58,64.26,397,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Togolver&population=6076&size=26&seed=8827550800237&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
238,Bricy,Ferdon,Ferdon County,Egnia,Egnian Marches,Luari,Nozie Cult,1128,12.97,-67.56,52,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Bricy&population=1128&size=14&seed=8827550800238&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
239,Sivias,Sivias,Sivias Captaincy,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,16235,13.62,62.03,948,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Sivias&population=16235&size=37&seed=8827550800239&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
240,Haudark,Raudavland,Raudavland Territory,Belinola,Kingdom of Belinola,Norse,Norse Deities,1666,7.91,-14.07,118,,,,,,,,https://watabou.github.io/city-generator/?name=Haudark&population=1666&size=16&seed=8827550800240&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
241,Monza,Horzueria,Horzueria Canton,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,1646,-22.11,71.86,738,,,,,,,,https://watabou.github.io/city-generator/?name=Monza&population=1646&size=16&seed=8827550800241&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
242,Witford,Guildhurst,Guildhurst Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,7943,26.92,59.89,554,,,,,,temple,,https://watabou.github.io/city-generator/?name=Witford&population=7943&size=28&seed=8827550800242&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
243,Shifnalbor,Shifnalbor,Shifnalbor Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,22505,18.81,54.78,554,,,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Shifnalbor&population=22505&size=42&seed=8827550800243&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
244,Heneron,Areibeiras,Areibeiras Province,Nesplia,Republic of Nesplia,Elladan,Nozie Cult,1609,12.15,-86.87,1588,,,,,,,,https://watabou.github.io/city-generator/?name=Heneron&population=1609&size=16&seed=8827550800244&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
245,Mellonnes,Artevanvil,Artevanvil Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,9296,10.3,-72.77,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Mellonnes&population=9296&size=30&seed=8827550800245&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
246,Grotri,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,7974,1.24,-40.39,1312,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Grotri&population=7974&size=28&seed=8827550800246&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.72
247,Akros,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,7942,-3.36,-79.67,840,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Akros&population=7942&size=28&seed=8827550800247&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
248,Gorlen,Krerezia,Krerezia Tribe,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,4346,-9.59,-70.54,5788,,,,,,temple,,https://watabou.github.io/city-generator/?name=Gorlen&population=4346&size=23&seed=8827550800248&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
249,Hinotilmar,Olbamuria,Olbamuria Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,18240,29.16,65.58,266,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Hinotilmar&population=18240&size=39&seed=8827550800249&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.59
250,Draxning,Betleyles,Betleyles County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,24656,27.74,38.58,1063,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Draxning&population=24656&size=44&seed=8827550800250&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
251,Rurureski,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,2735,9.38,-57.45,7248,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Rurureski&population=2735&size=19&seed=8827550800251&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.87
252,Visov,Visov,Visov Region,Zubria,Republic of Zubria,Slovan,Word of Acuso,2709,6.34,-65.85,1184,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Visov&population=2709&size=19&seed=8827550800252&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
253,Keuni,Rapsala,Rapsala County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,14570,30.23,7.93,4738,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Keuni&population=14570&size=36&seed=8827550800253&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
254,Chambon,Chambon,Chambon Land,Auiersia,Principality of Auiersia,Luari,Nozie Cult,2899,21.24,-76.31,472,,port,,,,,,https://watabou.github.io/city-generator/?name=Chambon&population=2899&size=19&seed=8827550800254&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.4
255,Bellecy,Boignevilia,Boignevilia Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,17642,9.55,-69.99,4252,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Bellecy&population=17642&size=38&seed=8827550800255&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
256,Cradonny,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,1993,28.8,-52.18,328,,,,,,,,https://watabou.github.io/city-generator/?name=Cradonny&population=1993&size=17&seed=8827550800256&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
257,Waldbruck,Freutern,Freutern County,Heilerten,Protectorate of Heilerten,Shwazen,Novimism,9772,28,29.84,4738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Waldbruck&population=9772&size=31&seed=8827550800257&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
258,Valorivi,Sceresdesia,Sceresdesia County,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,674,23.55,-56.19,472,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Valorivi&population=674&size=11&seed=8827550800258&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
259,Alvoquna,Gradafielia,Gradafielia Province,Nesplia,Republic of Nesplia,Portuzian,Nozie Cult,7694,20.23,-88.23,82,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Alvoquna&population=7694&size=28&seed=8827550800259&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
260,Signy,Artevanvil,Artevanvil Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,8175,18.92,-73.38,161,,,,,,,,https://watabou.github.io/city-generator/?name=Signy&population=8175&size=29&seed=8827550800260&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
261,Pedriz,Gradafielia,Gradafielia Province,Nesplia,Republic of Nesplia,Portuzian,Nozie Cult,3086,16.88,-83.94,52,,,,,,,,https://watabou.github.io/city-generator/?name=Pedriz&population=3086&size=20&seed=8827550800261&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
262,Tysaris,Myrgos,Myrgos Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1701,4.32,-89.86,1890,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Tysaris&population=1701&size=16&seed=8827550800262&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
263,Riruequeca,Bargostabia,Bargostabia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,3905,-9.47,66.59,840,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Riruequeca&population=3905&size=22&seed=8827550800263&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
264,Morealena,Heria,Heria Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,10229,-9.2,69.49,210,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Morealena&population=10229&size=31&seed=8827550800264&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
265,Fomerford,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,2859,25.67,56.48,52,,port,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Fomerford&population=2859&size=19&seed=8827550800265&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=1.66
266,Mstis,Orlets,Orlets Territory,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,5281,-14.83,-69.64,4990,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Mstis&population=5281&size=24&seed=8827550800266&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
267,Lohmaskimaa,Okevitski,Okevitski County,Porvaval,Porvavalese Empire,Soumi,Novimism,9722,33.33,-15.54,30,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Lohmaskimaa&population=9722&size=31&seed=8827550800267&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
268,Hautiova,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,2052,32.93,-22.17,554,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Hautiova&population=2052&size=17&seed=8827550800268&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
269,Wigmowey,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1909,29.42,50.65,118,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Wigmowey&population=1909&size=17&seed=8827550800269&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
270,Castford,Daria,Daria Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1703,17.43,54.23,1312,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Castford&population=1703&size=16&seed=8827550800270&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
271,Caprivernola,Mentia,Mentia Landgrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,4413,6.42,-25.2,472,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Caprivernola&population=4413&size=23&seed=8827550800271&river=1&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
272,Thusaiton,Pithumna,Pithumna Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,3028,-0.25,-91.56,118,,,,,,temple,,https://watabou.github.io/city-generator/?name=Thusaiton&population=3028&size=20&seed=8827550800272&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
273,Durmingmo,Brasmouthia,Brasmouthia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,14804,33.36,59.72,210,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Durmingmo&population=14804&size=36&seed=8827550800273&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
274,Sompaalila,Misa,Misa County,Porvaval,Porvavalese Empire,Soumi,Novimism,10066,30.13,-8.18,82,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Sompaalila&population=10066&size=31&seed=8827550800274&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
275,Torch,Svislavl,Svislavl Province,Zubria,Republic of Zubria,Slovan,Word of Acuso,16207,4.57,-55.93,472,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Torch&population=16207&size=37&seed=8827550800275&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
276,Mosoranda,Lovenalia,Lovenalia Department,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,25663,-6.05,71.33,210,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Mosoranda&population=25663&size=44&seed=8827550800276&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
277,Neryrontig,Gondroy,Gondroy Parish,Chadonia,Divine Duchy of Chadonia,Luari,Nozie Cult,5302,26.02,-63.54,118,,port,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Neryrontig&population=5302&size=24&seed=8827550800277&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1&sea=0.91
278,Betrinch,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,10456,24.6,55.26,13,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Betrinch&population=10456&size=31&seed=8827550800278&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
279,Sojas,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,6411,17.54,67.64,4019,,,,,,,,https://watabou.github.io/city-generator/?name=Sojas&population=6411&size=26&seed=8827550800279&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
280,Italirueron,Italirueron,Italirueron Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,13652,12.66,38.81,397,,port,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Italirueron&population=13652&size=35&seed=8827550800280&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.53
281,Unogollope,New Pinia,New Pinia Colony,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,7333,5.73,45.28,13,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Unogollope&population=7333&size=28&seed=8827550800281&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
282,Quingorealo,Drieladia,Drieladia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,2242,-11.33,68.9,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Quingorealo&population=2242&size=18&seed=8827550800282&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
283,Vemilgov,Pereremia,Pereremia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,20814,-14.44,-77.12,4252,,,citadel,walls,,temple,shanty town,https://watabou.github.io/city-generator/?name=Vemilgov&population=20814&size=41&seed=8827550800283&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=1&gates=-1
284,Ardieldea,Letilesia,Letilesia Department,Lonalejasia,Republic of Lonalejasia,Astellian,Astellian Faith,8589,-16.91,71.91,161,,,,,,,,https://watabou.github.io/city-generator/?name=Ardieldea&population=8589&size=29&seed=8827550800284&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
285,Guildendal,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,5518,33.78,48.59,210,,port,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Guildendal&population=5518&size=25&seed=8827550800285&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=1.39
286,Saataskipoh,Misa,Misa County,Porvaval,Porvavalese Empire,Soumi,Novimism,3204,31.12,-11.69,3153,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Saataskipoh&population=3204&size=20&seed=8827550800286&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
287,Miteshead,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1516,29.77,45.81,1184,,port,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Miteshead&population=1516&size=15&seed=8827550800287&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.93
288,Psychmodes,Kyrian,Kyrian Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1367,-0.46,-83.75,1184,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Psychmodes&population=1367&size=15&seed=8827550800288&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
289,Suden,Betleyles,Betleyles County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,2864,31.81,38.17,118,,port,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Suden&population=2864&size=19&seed=8827550800289&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.93
290,Malisin,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,20601,30.84,46.2,397,,port,citadel,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Malisin&population=20601&size=41&seed=8827550800290&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=0.18
291,Kinentio,Rapsala,Rapsala County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,10108,28.97,8.27,4990,,,,,,,,https://watabou.github.io/city-generator/?name=Kinentio&population=10108&size=31&seed=8827550800291&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
292,Berrallar,Alarares,Alarares County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,14476,23.84,65.75,2051,,,,,,,,https://watabou.github.io/city-generator/?name=Berrallar&population=14476&size=36&seed=8827550800292&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
293,Haapioki,Surmaa,Surmaa County,Porvaval,Porvavalese Empire,Soumi,Novimism,9839,21.68,-12.47,4492,,,,,,,,https://watabou.github.io/city-generator/?name=Haapioki&population=9839&size=31&seed=8827550800293&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
294,Holney,Daria,Daria Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,5627,17.71,46.64,3573,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Holney&population=5627&size=25&seed=8827550800294&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
295,Jarlintarmant,Artevanvil,Artevanvil Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,8454,11.21,-76.9,1890,,,,,,,,https://watabou.github.io/city-generator/?name=Jarlintarmant&population=8454&size=29&seed=8827550800295&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
296,Berpor,Berpor,Berpor Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,9769,30.97,60.56,840,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Berpor&population=9769&size=31&seed=8827550800296&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
297,Horster,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,715,25.7,50.36,1063,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Horster&population=715&size=12&seed=8827550800297&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
298,Calla,Zaorejope,Zaorejope County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1756,13.26,54.23,1447,,,,,,,,https://watabou.github.io/city-generator/?name=Calla&population=1756&size=16&seed=8827550800298&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
299,Lahkaliaija,Tampaa,Tampaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,1822,28.7,0.88,840,,,,,,,,https://watabou.github.io/city-generator/?name=Lahkaliaija&population=1822&size=16&seed=8827550800299&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
300,Sauman,Olbamuria,Olbamuria Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,4621,25.56,69.8,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Sauman&population=4621&size=23&seed=8827550800300&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
