Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
210,Claulauntum,Furvorgathtor,Furvorgathtor County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,7366,-19.38,1.84,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Claulauntum&population=7366&size=28&seed=2901772940210&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
211,Togtoh,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,697,55.85,75.73,266,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Togtoh&population=697&size=11&seed=2901772940211&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
212,Dralaghrilli,Alavarveknirve,Alavarveknirve Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,970,10.42,-18.09,1736,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Dralaghrilli&population=970&size=13&seed=2901772940212&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
213,Butiarm,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,3334,66.33,92.39,2572,,,,walls,,,,https://watabou.github.io/city-generator/?name=Butiarm&population=3334&size=20&seed=2901772940213&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
214,Khuld,Krudh,Krudh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,5341,24.64,-88.27,1312,,,,,,temple,,https://watabou.github.io/city-generator/?name=Khuld&population=5341&size=24&seed=2901772940214&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
215,Merandumren,Merandumren,Merandumren County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,11940,11.6,9.11,554,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Merandumren&population=11940&size=33&seed=2901772940215&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.93
216,Ormkari,Lefdoluna,Lefdoluna County,Elortheas,Kingdom of Elortheas,Eldar (Elfish),Eldar (Elfish) Religion,8582,76.05,23.73,948,,,,walls,,,,https://watabou.github.io/city-generator/?name=Ormkari&population=8582&size=29&seed=2901772940216&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
217,Bozdraz,Bozdraz,Bozdraz Tribe,Bhic,Grand Duchy of Bhic,Ugluk (Orkish),Ugluk (Orkish)ism,5363,-0.03,-107.22,19453,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Bozdraz&population=5363&size=24&seed=2901772940217&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
218,Ahobakas,Alavarveknirve,Alavarveknirve Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,997,0.73,-25.04,328,,,,,,,,https://watabou.github.io/city-generator/?name=Ahobakas&population=997&size=13&seed=2901772940218&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
219,Arnsis,Kamalarun,Kamalarun Territory,Auristhedra,Kingdom of Auristhedra,Rake (Drakonic),Rake (Drakonic) Deities,3669,-31.13,20.28,9567,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Arnsis&population=3669&size=21&seed=2901772940219&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
220,Fygbig,Bres,Bres Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,3750,84.93,109.23,210,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Fygbig&population=3750&size=21&seed=2901772940220&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
221,D'elnar,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,2769,41.98,117.3,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=D%27elnar&population=2769&size=19&seed=2901772940221&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
222,Igud-Kag,Dhodh,Dhodh County,Kog,Kingdom of Kog,Ugluk (Orkish),Ugluk (Orkish)ism,10830,46.03,-73.27,1890,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Igud-Kag&population=10830&size=32&seed=2901772940222&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
223,Mubruz,Krudh,Krudh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,1099,31.12,-92.3,554,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Mubruz&population=1099&size=14&seed=2901772940223&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
224,Haremren,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,11807,13.95,22.29,840,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Haremren&population=11807&size=33&seed=2901772940224&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
225,Vadrukh,Azadh,Azadh County,Dird,Principality of Dird,Ugluk (Orkish),Ugluk (Orkish)ism,8485,65.22,-110.07,948,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Vadrukh&population=8485&size=29&seed=2901772940225&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
226,Undluluidiel,Yek't,Yek't Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,4797,25.51,115.93,840,,,,,,,,https://watabou.github.io/city-generator/?name=Undluluidiel&population=4797&size=23&seed=2901772940226&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
227,Alavarveknirve,Alavarveknirve,Alavarveknirve Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,15400,13.79,-16.94,7248,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Alavarveknirve&population=15400&size=36&seed=2901772940227&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
228,Velgniz,Bozggekh,Bozggekh County,Ekh-O,Kingdom of Ekh-O,Ugluk (Orkish),Word of Lazogh,2622,68.77,-88.04,328,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Velgniz&population=2622&size=19&seed=2901772940228&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
229,Talangal,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,589,43.47,52.56,554,,,,,,,,https://watabou.github.io/city-generator/?name=Talangal&population=589&size=11&seed=2901772940229&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
230,Lalean,Gualmetha,Gualmetha Earldom,Hlurtheas,Kingdom of Hlurtheas,Eldar (Elfish),Eldar (Elfish) Religion,1871,58.48,-4.29,118,,,,,,,,https://watabou.github.io/city-generator/?name=Lalean&population=1871&size=16&seed=2901772940230&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
231,Chaz,Kirde,Kirde Prefecture,Bod,Republic of Bod,Ugluk (Orkish),Ugluk (Orkish)ism,19472,48.03,-70.76,1063,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Chaz&population=19472&size=40&seed=2901772940231&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.03
232,Rogh,Krudh,Krudh County,Kog,Kingdom of Kog,Ugluk (Orkish),Ugluk (Orkish)ism,1708,41.48,-76.58,1447,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Rogh&population=1708&size=16&seed=2901772940232&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
233,Thvethenor,Elmethes,Elmethes Earldom,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,2973,37.96,-10.82,210,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Thvethenor&population=2973&size=20&seed=2901772940233&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
234,Bunzinbhur,Gamunz,Gamunz County,Shumunz,Kingdom of Shumunz,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,5745,29.1,-132.72,5788,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Bunzinbhur&population=5745&size=25&seed=2901772940234&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
235,Uzar,Krigh,Krigh Province,Ar-Mog,Republic of Ar-Mog,Ugluk (Orkish),Uzarian Dissent,942,17.06,-122.01,2572,,,,,,,,https://watabou.github.io/city-generator/?name=Uzar&population=942&size=13&seed=2901772940235&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
236,Krigh,Krigh,Krigh Province,Ar-Mog,Republic of Ar-Mog,Ugluk (Orkish),Ugluk (Orkish)ism,4443,12.61,-121.2,840,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Krigh&population=4443&size=23&seed=2901772940236&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
237,Drur,Drur,Drur Territory,Ar-Mog,Republic of Ar-Mog,Ugluk (Orkish),Ugluk (Orkish)ism,1424,8.66,-114.55,13439,,,,,,,,https://watabou.github.io/city-generator/?name=Drur&population=1424&size=15&seed=2901772940237&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
238,Salaler,New Auristhedra,New Auristhedra Colony,Auristhedra,Kingdom of Auristhedra,Rake (Drakonic),Rake (Drakonic) Deities,10320,-34.54,38.93,4492,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Salaler&population=10320&size=31&seed=2901772940238&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
239,Igvidh,Zulb,Zulb Barony,Grigh,Kingdom of Grigh,Ugluk (Orkish),Ugluk (Orkish)ism,821,77.42,-116.62,118,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Igvidh&population=821&size=12&seed=2901772940239&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
240,Jaallugausthet,Cil-Sholaghe,Cil-Sholaghe County,Szogith,Grand Duchy of Szogith,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,6566,59.9,145.58,5250,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Jaallugausthet&population=6566&size=26&seed=2901772940240&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.79
241,Slukex,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,6279,59.08,94.03,2051,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Slukex&population=6279&size=26&seed=2901772940241&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
242,Ollmnadiqua,Lefdoluna,Lefdoluna County,Elortheas,Kingdom of Elortheas,Eldar (Elfish),Eldar (Elfish) Religion,5736,81.43,19.72,472,,port,,,,,,https://watabou.github.io/city-generator/?name=Ollmnadiqua&population=5736&size=25&seed=2901772940242&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.15
243,Halakas,Haremren,Haremren Captaincy,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,576,1.81,22.14,1312,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Halakas&population=576&size=11&seed=2901772940243&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
244,Iltharvipy,Axorhar,Axorhar Captaincy,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,3326,-2.14,2.46,2218,,,,,,,,https://watabou.github.io/city-generator/?name=Iltharvipy&population=3326&size=20&seed=2901772940244&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
245,Inestistiion,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,974,-1.29,65.75,2759,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Inestistiion&population=974&size=13&seed=2901772940245&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
246,Moft,Bres,Bres Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,8051,73.78,107.14,1184,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Moft&population=8051&size=28&seed=2901772940246&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
247,Dorgzag,Uld,Uld Barony,Grigh,Kingdom of Grigh,Ugluk (Orkish),Ugluk (Orkish)ism,3123,70.2,-115.94,1063,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Dorgzag&population=3123&size=20&seed=2901772940247&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
248,Dalan,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,3618,52.75,72.24,210,,,,walls,,,,https://watabou.github.io/city-generator/?name=Dalan&population=3618&size=21&seed=2901772940248&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
249,Kaz'rir,Szith,Szith County,Shan,Kingdom of Shan,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,30163,48.78,150.21,2572,,port,citadel,walls,plaza,temple,shanty town,https://watabou.github.io/city-generator/?name=Kaz%27rir&population=30163&size=47&seed=2901772940249&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.88
250,Nemylath,Alase,Alase Captaincy,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,8616,33.5,13,2759,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Nemylath&population=8616&size=29&seed=2901772940250&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
251,Obarak,Merandumren,Merandumren County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,794,10.2,17.16,328,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Obarak&population=794&size=12&seed=2901772940251&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
252,Dretheas,Gualmetha,Gualmetha Earldom,Hlurtheas,Kingdom of Hlurtheas,Eldar (Elfish),Eldar (Elfish) Religion,10489,62.5,-5.18,472,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Dretheas&population=10489&size=32&seed=2901772940252&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
253,Ithrion,Hinlumyuer,Hinlumyuer County,Senathyr,Protectorate of Senathyr,Eldar (Elfish),Eldar (Elfish) Religion,4493,60.42,15.72,266,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ithrion&population=4493&size=23&seed=2901772940253&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
254,Khizdushur,Kindab,Kindab Barony,Nugekh,Nugekh Empire,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,15065,59.94,-155.48,2218,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Khizdushur&population=15065&size=36&seed=2901772940254&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
255,Grirk,Grirk,Grirk County,Gugh,Principality of Gugh,Ugluk (Orkish),Word of Lazogh,22886,55.18,-82.68,738,,,,,,temple,,https://watabou.github.io/city-generator/?name=Grirk&population=22886&size=42&seed=2901772940255&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
256,Ysenenonanor,Alase,Alase Captaincy,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,1699,38.99,3.14,2953,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Ysenenonanor&population=1699&size=16&seed=2901772940256&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
257,Nyueghed,Mathyr,Mathyr Territory,Nioni,Kingdom of Nioni,Eldar (Elfish),Eldar (Elfish) Religion,1586,31.21,-3.39,7248,,,,,,,,https://watabou.github.io/city-generator/?name=Nyueghed&population=1586&size=15&seed=2901772940257&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
258,Uintumalan,Estaragh,Estaragh Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,6098,10.56,-8.9,1736,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Uintumalan&population=6098&size=26&seed=2901772940258&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
259,Gatholadus,Gatholadus,Gatholadus Margrave,Tuzargi,Kingdom of Tuzargi,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,8033,54.62,-145.29,4252,,port,,walls,,,,https://watabou.github.io/city-generator/?name=Gatholadus&population=8033&size=28&seed=2901772940259&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.07
260,Shi Otontsen,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,6835,50.08,53.31,328,,,,walls,,,,https://watabou.github.io/city-generator/?name=Shi+Otontsen&population=6835&size=27&seed=2901772940260&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
261,Lilaridanniben,Dal-Zedrin,Dal-Zedrin County,Ghron,Kingdom of Ghron,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,6759,43.19,131.81,210,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Lilaridanniben&population=6759&size=27&seed=2901772940261&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
262,Drodog,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,15018,12.76,-95.01,118,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Drodog&population=15018&size=36&seed=2901772940262&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
263,Xararwen,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,5272,2.54,62.83,13,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Xararwen&population=5272&size=24&seed=2901772940263&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
264,Kuldratilanthi,Prerantum,Prerantum County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,886,-0.14,-10.88,643,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kuldratilanthi&population=886&size=12&seed=2901772940264&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
265,Lalengarat,Lalengarat,Lalengarat Earldom,Bleuroth,Principality of Bleuroth,Rake (Drakonic),Rake (Drakonic) Deities,7084,0.19,37.78,4738,,,,walls,,,,https://watabou.github.io/city-generator/?name=Lalengarat&population=7084&size=27&seed=2901772940265&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
266,Gobtong,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,662,55.86,100.67,2051,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Gobtong&population=662&size=11&seed=2901772940266&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
267,Eavargatizi,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Rake (Drakonic),Jarhanlian Occultism,6560,30.45,42.6,397,,,,,,,,https://watabou.github.io/city-generator/?name=Eavargatizi&population=6560&size=26&seed=2901772940267&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
268,Thydane,Dal-Zedrin,Dal-Zedrin County,Ghron,Kingdom of Ghron,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1786,31.43,132.43,397,,,,,,,,https://watabou.github.io/city-generator/?name=Thydane&population=1786&size=16&seed=2901772940268&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
269,Abrenasa,Dorethelogith,Dorethelogith County,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,4671,26.34,98.15,8534,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Abrenasa&population=4671&size=23&seed=2901772940269&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
270,Memevaxor,Prerantum,Prerantum County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,2799,-2.24,-17.65,840,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Memevaxor&population=2799&size=19&seed=2901772940270&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
271,Dheubla,Amadala,Amadala County,Auristhedra,Kingdom of Auristhedra,Rake (Drakonic),Rake (Drakonic) Deities,10637,-40.41,17.3,6943,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Dheubla&population=10637&size=32&seed=2901772940271&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
272,Hlammacha,Edrinn,Edrinn Earldom,Raugaust,Kingdom of Raugaust,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1784,76.95,150.65,82,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Hlammacha&population=1784&size=16&seed=2901772940272&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
273,Ellorthenor,Hinlumyuer,Hinlumyuer County,Senathyr,Protectorate of Senathyr,Eldar (Elfish),Eldar (Elfish) Religion,660,60.78,13.87,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ellorthenor&population=660&size=11&seed=2901772940273&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
274,Bogdmalag On,Saikhkhair,Saikhkhair Margrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,2470,61.06,51.05,161,,,,,,,,https://watabou.github.io/city-generator/?name=Bogdmalag+On&population=2470&size=18&seed=2901772940274&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
275,Badal,Keth Senilma,Keth Senilma Province,Selmaron,Republic of Selmaron,Dulandir (Human),Jarhanlian Occultism,2368,35.62,24.86,397,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Badal&population=2368&size=18&seed=2901772940275&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
276,Velindre,Velindre,Velindre Parish,Z'pnona,Z'pnonan Theocracy,Rake (Drakonic),Jarhanlian Occultism,903,8.14,57.06,554,,,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Velindre&population=903&size=13&seed=2901772940276&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
277,Aryntyrmer,Gloulaunat,Gloulaunat County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,995,-10.08,-15.71,1312,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Aryntyrmer&population=995&size=13&seed=2901772940277&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
278,Darkhansaik,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,814,64.1,74.94,210,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Darkhansaik&population=814&size=12&seed=2901772940278&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
279,Se Uur,Se Uur,Se Uur Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,4969,40.14,45.9,1184,,,,,,,,https://watabou.github.io/city-generator/?name=Se+Uur&population=4969&size=24&seed=2901772940279&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
280,Edrerynd,Veld-Sholot,Veld-Sholot County,Ghron,Kingdom of Ghron,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1651,40.81,123.14,7248,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Edrerynd&population=1651&size=16&seed=2901772940280&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
